instrument_code,mission_name,before_name,after_name,before_description,after_description,changed
spase://SMWG/Instrument/THEMIS/A/SST,THEMIS,SST,"THEMIS-A:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","THEMIS-A:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","EnergeticParticleInstrument: THEMIS-A: The Solid State Telescope (SST), identical to that on the Wind spacecraft, measures the incoming intensity (flux per solid angle) of superthermal electrons and ions.",yes
spase://SMWG/Instrument/THEMIS/A/MOM,THEMIS,MOM,"THEMIS-A:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","THEMIS-A:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","Unspecified: THEMIS-A: The On Board Moments (MOM) system, part of the Instrument Data Processing Unit (IDPU), is used for on board calculations of electron and ion moments from a combination of ESA and SST data.",yes
spase://SMWG/Instrument/THEMIS/B/Ephemeris,THEMIS,Ephemeris,THEMIS-B Probe Status,THEMIS-B Probe Status,Platform: THEMIS-B probe status (including position),yes
spase://SMWG/Instrument/THEMIS/B/EFI,THEMIS,EFI,THEMIS-B Electric Field Instrument,THEMIS-B Electric Field Instrument,DoubleSphere: The Electric Field Instrument (EFI) on the THEMIS spacecraft measures the three components of the ambient vector electric field.,yes
spase://SMWG/Instrument/THEMIS/B/ESA,THEMIS,ESA,THEMIS-B Electrostatic Analyzers,THEMIS-B Electrostatic Analyzers,ElectrostaticAnalyser: The THEMIS Electrostatic Analyzers (ESAs) measure the flux of thermal particles in a 360° field of view over the energy range from ~3 eV to 30 keV.,yes
spase://SMWG/Instrument/THEMIS/B/SCM,THEMIS,SCM,THEMIS-B: Search Coil Magnetometer,THEMIS-B: Search Coil Magnetometer,Magnetometer: THEMIS-B Search Coil Magnetometer for measuring three dimensional changes in magnetic flux between 0.,yes
spase://SMWG/Instrument/THEMIS/B/FGM,THEMIS,FGM,THEMIS-B Fluxgate Magnetometer,THEMIS-B Fluxgate Magnetometer,Magnetometer: THEMIS Flux Gate Magnetometer (FGM) measures the background magnetic field and any low frequency (to 64 Hz) fluctuations superimposed upon it.,yes
spase://SMWG/Instrument/THEMIS/B/SST,THEMIS,SST,"THEMIS-B:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","THEMIS-B:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","EnergeticParticleInstrument: THEMIS-B: The Solid State Telescope (SST), identical to that on the Wind spacecraft, measures the incoming intensity (flux per solid angle) of superthermal electrons and ions.",yes
spase://SMWG/Instrument/THEMIS/B/MOM,THEMIS,MOM,"THEMIS-B:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","THEMIS-B:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","Unspecified: THEMIS-B: The On Board Moments (MOM) system, part of the Instrument Data Processing Unit (IDPU), is used for on board calculations of electron and ion moments from a combination of ESA and SST data.",yes
spase://SMWG/Instrument/THEMIS/C/Ephemeris,THEMIS,Ephemeris,THEMIS-C Probe Status,THEMIS-C Probe Status,Platform: THEMIS-C probe status (including position),yes
spase://SMWG/Instrument/THEMIS/C/EFI,THEMIS,EFI,THEMIS-C Electric Field Instrument,THEMIS-C Electric Field Instrument,DoubleSphere: The Electric Field Instrument (EFI) on the THEMIS spacecraft measures the three components of the ambient vector electric field.,yes
spase://SMWG/Instrument/THEMIS/C/ESA,THEMIS,ESA,THEMIS-C Electrostatic Analyzers,THEMIS-C Electrostatic Analyzers,ElectrostaticAnalyser: The THEMIS Electrostatic Analyzers (ESAs) measure the flux of thermal particles in a 360° field of view over the energy range from ~3 eV to 30 keV.,yes
spase://SMWG/Instrument/THEMIS/C/SCM,THEMIS,SCM,THEMIS-C: Search Coil Magnetometer,THEMIS-C: Search Coil Magnetometer,Magnetometer: THEMIS-C Search Coil Magnetometer for measuring three dimensional changes in magnetic flux between 0.,yes
spase://SMWG/Instrument/THEMIS/C/FGM,THEMIS,FGM,THEMIS-C Fluxgate Magnetometer,THEMIS-C Fluxgate Magnetometer,Magnetometer: THEMIS Flux Gate Magnetometer (FGM) measures the background magnetic field and any low frequency (to 64 Hz) fluctuations superimposed upon it.,yes
spase://SMWG/Instrument/THEMIS/C/SST,THEMIS,SST,"THEMIS-C:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","THEMIS-C:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","EnergeticParticleInstrument: THEMIS-C: The Solid State Telescope (SST), identical to that on the Wind spacecraft, measures the incoming intensity (flux per solid angle) of superthermal electrons and ions.",yes
spase://SMWG/Instrument/THEMIS/C/MOM,THEMIS,MOM,"THEMIS-C:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","THEMIS-C:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","Unspecified: THEMIS-C: The On Board Moments (MOM) system, part of the Instrument Data Processing Unit (IDPU), is used for on board calculations of electron and ion moments from a combination of ESA and SST data.",yes
spase://SMWG/Instrument/THEMIS/D/Ephemeris,THEMIS,Ephemeris,THEMIS-D Probe Status,THEMIS-D Probe Status,Platform: THEMIS-D probe status (including position),yes
spase://SMWG/Instrument/THEMIS/D/EFI,THEMIS,EFI,THEMIS-D Electric Field Instrument,THEMIS-D Electric Field Instrument,DoubleSphere: The Electric Field Instrument (EFI) on the THEMIS spacecraft measures the three components of the ambient vector electric field.,yes
spase://SMWG/Instrument/THEMIS/D/ESA,THEMIS,ESA,THEMIS-D Electrostatic Analyzers,THEMIS-D Electrostatic Analyzers,ElectrostaticAnalyser: The THEMIS Electrostatic Analyzers (ESAs) measure the flux of thermal particles in a 360° field of view over the energy range from ~3 eV to 30 keV.,yes
spase://SMWG/Instrument/THEMIS/D/SCM,THEMIS,SCM,THEMIS-D: Search Coil Magnetometer,THEMIS-D: Search Coil Magnetometer,Magnetometer: THEMIS-D Search Coil Magnetometer for measuring three dimensional changes in magnetic flux between 0.,yes
spase://SMWG/Instrument/THEMIS/D/FGM,THEMIS,FGM,THEMIS-D Fluxgate Magnetometer,THEMIS-D Fluxgate Magnetometer,Magnetometer: THEMIS Flux Gate Magnetometer (FGM) measures the background magnetic field and any low frequency (to 64 Hz) fluctuations superimposed upon it.,yes
spase://SMWG/Instrument/THEMIS/D/SST,THEMIS,SST,"THEMIS-D:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","THEMIS-D:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","EnergeticParticleInstrument: THEMIS-D: The Solid State Telescope (SST), identical to that on the Wind spacecraft, measures the incoming intensity (flux per solid angle) of superthermal electrons and ions.",yes
spase://SMWG/Instrument/THEMIS/D/MOM,THEMIS,MOM,"THEMIS-D:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","THEMIS-D:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","Unspecified: THEMIS-D: The On Board Moments (MOM) system, part of the Instrument Data Processing Unit (IDPU), is used for on board calculations of electron and ion moments from a combination of ESA and SST data.",yes
spase://SMWG/Instrument/THEMIS/E/Ephemeris,THEMIS,Ephemeris,THEMIS-E Probe Status,THEMIS-E Probe Status,Platform: THEMIS-E probe status (including position),yes
spase://SMWG/Instrument/THEMIS/E/EFI,THEMIS,EFI,THEMIS-E Electric Field Instrument,THEMIS-E Electric Field Instrument,DoubleSphere: The Electric Field Instrument (EFI) on the THEMIS spacecraft measures the three components of the ambient vector electric field.,yes
spase://SMWG/Instrument/THEMIS/E/ESA,THEMIS,ESA,THEMIS-E Electrostatic Analyzers,THEMIS-E Electrostatic Analyzers,ElectrostaticAnalyser: The THEMIS Electrostatic Analyzers (ESAs) measure the flux of thermal particles in a 360° field of view over the energy range from ~3 eV to 30 keV.,yes
spase://SMWG/Instrument/THEMIS/E/SCM,THEMIS,SCM,THEMIS-E: Search Coil Magnetometer,THEMIS-E: Search Coil Magnetometer,Magnetometer: THEMIS-E Search Coil Magnetometer for measuring three dimensional changes in magnetic flux between 0.,yes
spase://SMWG/Instrument/THEMIS/E/FGM,THEMIS,FGM,THEMIS-E Fluxgate Magnetometer,THEMIS-E Fluxgate Magnetometer,Magnetometer: THEMIS Flux Gate Magnetometer (FGM) measures the background magnetic field and any low frequency (to 64 Hz) fluctuations superimposed upon it.,yes
spase://SMWG/Instrument/THEMIS/E/SST,THEMIS,SST,"THEMIS-E:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","THEMIS-E:  Solid State Telescope (SST): Energy flux spectrogram, electron/ion ground-calculated fluxes (30 keV - 300 keV).","EnergeticParticleInstrument: THEMIS-E: The Solid State Telescope (SST), identical to that on the Wind spacecraft, measures the incoming intensity (flux per solid angle) of superthermal electrons and ions.",yes
spase://SMWG/Instrument/THEMIS/E/MOM,THEMIS,MOM,"THEMIS-E:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","THEMIS-E:  On Board moments:  ESA and SST Electron/Ion moments density, flux, velocity, pressure and temperature.","Unspecified: THEMIS-E: The On Board Moments (MOM) system, part of the Instrument Data Processing Unit (IDPU), is used for on board calculations of electron and ion moments from a combination of ESA and SST data.",yes
spase://SMWG/Instrument/THEMIS/Ground/UCLA-GBO/CHBG/ASI,THEMIS,ASI,THEMIS Ground Chibougamau All Sky Imager,THEMIS Ground Chibougamau All Sky Imager,"Imager: THEMIS Ground All Sky Imager at Chibougamau, QC, Canada.",yes
spase://SMWG/Instrument/Ground/Akulivik/Magnetometer,Akulivik Geophysical Observatory,Magnetometer,Akulivik Magnetometer,Akulivik Magnetometer,Magnetometer: Akulivik (AKUL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Amderma/Magnetometer,IAGA,Magnetometer,Amderma Magnetometer,Amderma Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier AMD,yes
spase://SMWG/Instrument/Ground/Americus/Magnetometer,Americus Geophysical Observatory,Magnetometer,Americus Magnetometer,Americus Magnetometer,Magnetometer: Americus (AMER) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Tasiilaq/Magnetometer,Tasiilaq Geophysical Observatory,Magnetometer,Tasiilaq Magnetometer,Tasiilaq Magnetometer,Magnetometer: Tasiilaq (AMK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Andenes/Magnetometer,Andenes Geophysical Observatory,Magnetometer,Andenes Magnetometer,Andenes Magnetometer,Magnetometer: Andenes (AND) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Arctic.Village/Magnetometer,IAGA,Magnetometer,Arctic Village Magnetometer,Arctic Village Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier AVI,yes
spase://SMWG/Instrument/Ground/Athabasca/Magnetometer,Athabasca Geophysical Observatory,Magnetometer,Athabasca Magnetometer,Athabasca Magnetometer,Magnetometer: Athabasca (ATHA) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Attu/Magnetometer,Attu Geophysical Observatory,Magnetometer,Attu Magnetometer,Attu Magnetometer,Magnetometer: Attu (ATU) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Barentsburg/Magnetometer,IAGA,Magnetometer,Barentsburg Magnetometer,Barentsburg Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier BBG,yes
spase://SMWG/Instrument/Ground/Bennington/Magnetometer,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",Magnetometer,Bennington Magnetometer,Bennington Magnetometer,Magnetometer: Bennington (BENN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Bettles/Magnetometer,Bettles Geophysical Observatory,Magnetometer,Bettles Magnetometer,Bettles Magnetometer,Magnetometer: Bettles (BETT) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Brorfelde/Magnetometer,IAGA,Magnetometer,Brorfelde Magnetometer,Brorfelde Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier BFE,yes
spase://SMWG/Instrument/Ground/Bjorn/Magnetometer,Bjorn,Magnetometer,Bjorn Magnetometer,Bjorn Magnetometer,Magnetometer: The Magnetometer located at the Bjorn geophysical observatory.,yes
spase://SMWG/Instrument/Ground/Baker.Lake/Magnetometer,IAGA,Magnetometer,Baker Lake Magnetometer,Baker Lake Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier BLC,yes
spase://SMWG/Instrument/Ground/Bay.Mills/Magnetometer,Bay Mills Geophysical Observatory,Magnetometer,Bay Mills Magnetometer,Bay Mills Magnetometer,Magnetometer: Bay Mills (BMLS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Boulder/Magnetometer,IAGA,Magnetometer,Boulder Magnetometer,Boulder Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier BOU,yes
spase://SMWG/Instrument/Ground/Baranov/Magnetometer,Baranov Geophysical Observatory,Magnetometer,Baranov Magnetometer,Baranov Magnetometer,Magnetometer: Baranov (BRN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Barrow/Magnetometer,IAGA,Magnetometer,Barrow Magnetometer,Barrow Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier BRW,yes
spase://SMWG/Instrument/Ground/NASA.Stennis.Space.Center/Magnetometer,NASA Stennis Space Center Geophysical Observatory,Magnetometer,NASA Stennis Space Center Magnetometer,NASA Stennis Space Center Magnetometer,Magnetometer: NASA Stennis Space Center (BSL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Cambridge.Bay/Magnetometer,IAGA,Magnetometer,Cambridge Bay Magnetometer,Cambridge Bay Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier CBB,yes
spase://SMWG/Instrument/Ground/Carson.City/Magnetometer,Carson City Geophysical Observatory,Magnetometer,Carson City Magnetometer,Carson City Magnetometer,Magnetometer: Carson City (CCNV) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Cape.Dorset/Magnetometer,Cape Dorset Geophysical Observatory,Magnetometer,Cape Dorset Magnetometer,Cape Dorset Magnetometer,Magnetometer: Cape Dorset (CDRT) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Chibougamau/Magnetometer,Chibougamau Geophysical Observatory,Magnetometer,Chibougamau Magnetometer,Chibougamau Magnetometer,Magnetometer: Chibougamau (CHBG) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Coral.Harbour/Magnetometer,Coral Harbour Geophysical Observatory,Magnetometer,Coral Harbour Magnetometer,Coral Harbour Magnetometer,Magnetometer: Coral Harbour (CHBR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/College/Magnetometer,IAGA,Magnetometer,College Magnetometer,College Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier CMO,yes
spase://SMWG/Instrument/Ground/Clyde.River/Magnetometer,Clyde River Geophysical Observatory,Magnetometer,Clyde River Magnetometer,Clyde River Magnetometer,Magnetometer: Clyde River (CRVR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Dead.Horse/Magnetometer,Dead Horse Geophysical Observatory,Magnetometer,Dead Horse Magnetometer,Dead Horse Magnetometer,Magnetometer: Dead Horse (DED) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Dikson/Magnetometer,Dikson Geophysical Observatory,Magnetometer,Dikson Magnetometer,Dikson Magnetometer,Magnetometer: Dikson (DIK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Danmarkshavn/Magnetometer,Danmarkshavn Geophysical Observatory,Magnetometer,Danmarkshavn Magnetometer,Danmarkshavn Magnetometer,Magnetometer: Danmarkshavn (DMH) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Daneborg/Magnetometer,Daneborg Geophysical Observatory,Magnetometer,Daneborg Magnetometer,Daneborg Magnetometer,Magnetometer: Daneborg (DNB) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Dombas/Magnetometer,IAGA,Magnetometer,Dombas Magnetometer,Dombas Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier DOB,yes
spase://SMWG/Instrument/Ground/Donna/Magnetometer,Donna Geophysical Observatory,Magnetometer,Donna Magnetometer,Donna Magnetometer,Magnetometer: Donna (DON) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Derby/Magnetometer,Derby Geophysical Observatory,Magnetometer,Derby Magnetometer,Derby Magnetometer,Magnetometer: Derby (DRBY) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Eagle/Magnetometer,Eagle Geophysical Observatory,Magnetometer,Eagle Magnetometer,Eagle Magnetometer,Magnetometer: Eagle (EAGL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Ekati/Magnetometer,Ekati Geophysical Observatory,Magnetometer,Ekati Magnetometer,Ekati Magnetometer,Magnetometer: Ekati (EKAT) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Fort.Churchill/Magnetometer,Fort Churchill Geophysical Observatory,Magnetometer,Fort Churchill Magnetometer,Fort Churchill Magnetometer,Magnetometer: Fort Churchill (FCC) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Paamiut/Magnetometer,Paamiut Geophysical Observatory,Magnetometer,Paamiut Magnetometer,Paamiut Magnetometer,Magnetometer: Paamiut (FHB) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Fredericksburg/Magnetometer,IAGA,Magnetometer,Fredericksburg Magnetometer,Fredericksburg Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier FRD,yes
spase://SMWG/Instrument/Ground/Fresno/Magnetometer,IAGA,Magnetometer,Fresno Magnetometer,Fresno Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier FRN,yes
spase://SMWG/Instrument/Ground/Fort.Simpson/Magnetometer,IAGA,Magnetometer,Fort Simpson Magnetometer,Fort Simpson Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier FSP,yes
spase://SMWG/Instrument/Ground/Fort.St.John/Magnetometer,Fort St. John Geophysical Observatory,Magnetometer,Fort St. John Magnetometer,Fort St. John Magnetometer,Magnetometer: Fort St.,yes
spase://SMWG/Instrument/Ground/Fort.Smith/Magnetometer,IAGA,Magnetometer,Fort Smith Magnetometer,Fort Smith Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier FSM,yes
spase://SMWG/Instrument/Ground/Fort.Nelson/Magnetometer,Fort Nelson Geophysical Observatory,Magnetometer,Fort Nelson Magnetometer,Fort Nelson Magnetometer,Magnetometer: Fort Nelson (FTN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Fort.Yukon/Magnetometer,IAGA,Magnetometer,Fort Yukon Magnetometer,Fort Yukon Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier FYU,yes
spase://SMWG/Instrument/Ground/Fort.Yates/Magnetometer,Fort Yates Geophysical Observatory,Magnetometer,Fort Yates Magnetometer,Fort Yates Magnetometer,Magnetometer: Fort Yates (FYTS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Gakona/Magnetometer,Gakona Geophysical Observatory,Magnetometer,Gakona Magnetometer,Gakona Magnetometer,Magnetometer: Gakona (GAKO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Goose.Bay/Magnetometer,Goose Bay Geophysical Observatory,Magnetometer,Goose Bay Magnetometer,Goose Bay Magnetometer,Magnetometer: Goose Bay (GBAY) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Qeqertarsuaq/Magnetometer,Qeqertarsuaq Geophysical Observatory,Magnetometer,Qeqertarsuaq Magnetometer,Qeqertarsuaq Magnetometer,Magnetometer: Qeqertarsuaq (GDH) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Nuuk/Magnetometer,Nuuk Geophysical Observatory,Magnetometer,Nuuk Magnetometer,Nuuk Magnetometer,Magnetometer: Nuuk (GHB) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Gillam/Magnetometer,IAGA,Magnetometer,Gillam Magnetometer,Gillam Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier GIM,yes
spase://SMWG/Instrument/Ground/Gjoa.Haven/Magnetometer,Gjoa Haven Geophysical Observatory,Magnetometer,Gjoa Haven Magnetometer,Gjoa Haven Magnetometer,Magnetometer: Gjoa Haven (GJOA) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Glyndon/Magnetometer,Glyndon Geophysical Observatory,Magnetometer,Glyndon Magnetometer,Glyndon Magnetometer,Magnetometer: Glyndon (GLYN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Dededo/Magnetometer,Dededo Geophysical Observatory,Magnetometer,Dededo Magnetometer,Dededo Magnetometer,Magnetometer: Dededo (GUA) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Hankasalmi/Magnetometer,IAGA,Magnetometer,Hankasalmi Magnetometer,Hankasalmi Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier HAN,yes
spase://SMWG/Instrument/Ground/Anchorage/Magnetometer,IAGA,Magnetometer,Anchorage Magnetometer,Anchorage Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier AMU,yes
spase://SMWG/Instrument/Ground/Homer/Magnetometer,Homer Geophysical Observatory,Magnetometer,Homer Magnetometer,Homer Magnetometer,Magnetometer: Homer (HOMR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Honolulu/Magnetometer,Honolulu Geophysical Observatory,Magnetometer,Honolulu Magnetometer,Honolulu Magnetometer,Magnetometer: Honolulu (HON) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Hopen/Magnetometer,Hopen Geophysical Observatory,Magnetometer,Hopen Magnetometer,Hopen Magnetometer,Magnetometer: Hopen (HOP) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Hot.Springs/Magnetometer,Hot Springs Geophysical Observatory,Magnetometer,Hot Springs Magnetometer,Hot Springs Magnetometer,Magnetometer: Hot Springs (HOTS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Hov.Faroe.Islands/Magnetometer,Hov Faroe Islands Geophysical Observatory,Magnetometer,Hov Faroe Islands Magnetometer,Hov Faroe Islands Magnetometer,Magnetometer: Hov Faroe Islands (HOV) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Harris/Magnetometer,Harris Geophysical Observatory,Magnetometer,Harris Magnetometer,Harris Magnetometer,Magnetometer: Harris (HRIS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Hornepayne/Magnetometer,Hornepayne Geophysical Observatory,Magnetometer,Hornepayne Magnetometer,Hornepayne Magnetometer,Magnetometer: Hornepayne (HRP) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Igloolik/Magnetometer,Igloolik Geophysical Observatory,Magnetometer,Igloolik Magnetometer,Igloolik Magnetometer,Magnetometer: Igloolik (IGLO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Inukjuak/Magnetometer,Inukjuak Geophysical Observatory,Magnetometer,Inukjuak Magnetometer,Inukjuak Magnetometer,Magnetometer: Inukjuak (INUK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Inuvik/Magnetometer,IAGA,Magnetometer,Inuvik Magnetometer,Inuvik Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier INK,yes
spase://SMWG/Instrument/Ground/Iqaluit/Magnetometer,IAGA,Magnetometer,Iqaluit Magnetometer,Iqaluit Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier IQA,yes
spase://SMWG/Instrument/Ground/Ivalo/Magnetometer,IAGA,Magnetometer,Ivalo Magnetometer,Ivalo Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier IVA,yes
spase://SMWG/Instrument/Ground/Jan.Mayen/Magnetometer,IAGA,Magnetometer,Jan Mayen Magnetometer,Jan Mayen Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier JMI,yes
spase://SMWG/Instrument/Ground/Jackvik/Magnetometer,Jackvik Geophysical Observatory,Magnetometer,Jackvik Magnetometer,Jackvik Magnetometer,Magnetometer: Jackvik (JCK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kaktovik/Magnetometer,Kaktovik Geophysical Observatory,Magnetometer,Kaktovik Magnetometer,Kaktovik Magnetometer,Magnetometer: Kaktovik (KAKO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kapuskasing/Magnetometer,Kapuskasing Geophysical Observatory,Magnetometer,Kapuskasing Magnetometer,Kapuskasing Magnetometer,Magnetometer: Kapuskasing (KAPU) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Karmoy/Magnetometer,Karmoy Geophysical Observatory,Magnetometer,Karmoy Magnetometer,Karmoy Magnetometer,Magnetometer: Karmoy (KAR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kenai/Magnetometer,Kenai Geophysical Observatory,Magnetometer,Kenai Magnetometer,Kenai Magnetometer,Magnetometer: Kenai (KENA) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kevo/Magnetometer,Kevo Geophysical Observatory,Magnetometer,Kevo Magnetometer,Kevo Magnetometer,Magnetometer: Kevo (KEV) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kiana/Magnetometer,Kiana Geophysical Observatory,Magnetometer,Kiana Magnetometer,Kiana Magnetometer,Magnetometer: Kiana (KIAN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kilpisjarvi/Magnetometer,Kilpisjarvi Geophysical Observatory,Magnetometer,Kilpisjarvi Magnetometer,Kilpisjarvi Magnetometer,Magnetometer: Kilpisjarvi (KIL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kuujjuarapik/Magnetometer,Kuujjuarapik Geophysical Observatory,Magnetometer,Kuujjuarapik Magnetometer,Kuujjuarapik Magnetometer,Magnetometer: Kuujjuarapik (KJPK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kodiak/Magnetometer,Kodiak Geophysical Observatory,Magnetometer,Kodiak Magnetometer,Kodiak Magnetometer,Magnetometer: Kodiak (KODK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kuujjuaq/Magnetometer,Kuujjuaq Geophysical Observatory,Magnetometer,Kuujjuaq Magnetometer,Kuujjuaq Magnetometer,Magnetometer: Kuujjuaq (KUUJ) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kullorsuaq/Magnetometer,Kullorsuaq Geophysical Observatory,Magnetometer,Kullorsuaq Magnetometer,Kullorsuaq Magnetometer,Magnetometer: Kullorsuaq (KUV) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/La.Ronge/Magnetometer,La Ronge Geophysical Observatory,Magnetometer,La Ronge Magnetometer,La Ronge Magnetometer,Magnetometer: La Ronge (LRG) Geophysical Observatory Magnetometer,yes
